Country,1990,2021,Absolute Change,Relative Change,1990.1,2021.0.1,Absolute Change.1,Relative Change.1,1990.2,2021.0.2,Absolute Change.2,Relative Change.2,Smoking_1990,Smoking_2021,Change,Percent_Change,Metric1,Metric2,Population,Lung_Cancer_1990,Lung_Cancer_2021,COPD_1990,COPD_2021,Cardiovascular_Diseases_1990,Cardiovascular_Diseases_2021,Stroke_1990,Stroke_2021,Oral_Cancers_1990,Oral_Cancers_2021,Year,Gender,Current_Smokers_Percentage,Former_Smokers_Percentage,Current_Smokers_Millions,Former_Smokers_Millions,Region,Type,Total Change,Due to Ageing,Due to Prevalence Changes,Due to Population Growth
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Ghana,Former,-7.890627519896536,-2.33234953710401,-3.37464037237615,-2.1836376104163753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ghana,Current,-37.697513072339234,-7.54717108098956,-19.181114419552184,-10.969227571797493
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Ghana,Former,-23.01847006467451,-5.423169114615355,-9.940429796872358,-7.6548711531867975
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Zimbabwe,Current,0.6004570997469255,0.15284164008305545,0.3276941230139436,0.11992133664992649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Zimbabwe,Former,40.13551971991869,9.157724479982376,19.827676871632857,11.150118368303463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Zimbabwe,Current,-85.62269891599,-19.52669138063132,-55.23686633264899,-10.859141202709697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Zimbabwe,Former,55.04911821541511,6.10522771111914,34.72765402043777,14.216236483858204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Egypt,Current,21.91764077026753,4.2281889289428705,12.6050837270857,5.084368114238959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Egypt,Former,-67.54144164340258,-17.025948117045047,-35.66544969902964,-14.850043827327893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Egypt,Current,62.38530544539325,8.784574316359793,36.674453322141254,16.9262778068922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Egypt,Former,79.67891388283284,14.320215939800697,45.09188898089663,20.26680896213552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Georgia,Current,-47.66817421375885,-9.361383852897427,-29.451744149294022,-8.855046211567407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Georgia,Former,-29.99111516280544,-5.163751800667385,-18.874877692667585,-5.952485669470469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Georgia,Current,59.64400119371997,10.985562201964566,33.800988865669524,14.857450126085881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Georgia,Former,38.47876836507745,6.283112687983724,20.61299641137609,11.582659265717636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Indonesia,Current,-61.725314553647955,-13.471467944199386,-29.753559709723724,-18.50028689972485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Indonesia,Former,-56.17878575444601,-13.828751925881011,-27.689174347190217,-14.660859481374787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Indonesia,Current,-23.460475039044194,-6.738490410923883,-9.205363101716582,-7.5166215264037275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Indonesia,Former,-2.442919200199602,-0.4334494279474795,-1.265000286226087,-0.7444694860260356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Montenegro,Current,16.400998927982826,3.157320010619931,9.46873965328668,3.774939264076217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Montenegro,Former,-14.415450784920523,-3.1700239129039782,-8.071223496416845,-3.1742033755996983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Montenegro,Current,-5.926321182159018,-1.7030672757611982,-2.3022981100968973,-1.9209557963009234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Montenegro,Former,50.46596158943517,11.942707194772757,27.197507146516326,11.325747248146085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sao Tome and Principe,Current,-55.40116850982807,-9.851711600334049,-35.39010541020454,-10.15935149928948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Sao Tome and Principe,Former,-45.28800563008922,-14.222123690025022,-22.54921308579241,-8.51666885427179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sao Tome and Principe,Current,33.7677730836694,4.710513791488258,16.624953798170548,12.432305494010588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Sao Tome and Principe,Former,78.29389464500832,16.461097270784226,46.018182445632895,15.81461492859119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Azerbaijan,Current,1.882746889513691,0.5647493692090124,0.8823219004860631,0.4356756198186156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Azerbaijan,Former,5.745942535961166,1.7610638701849055,2.7546757794209964,1.2302028863552645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Azerbaijan,Current,-74.35550354706831,-19.077093104329737,-44.139651456061415,-11.138758986677166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Azerbaijan,Former,-10.377297723454967,-2.7381919571232705,-5.811775604760803,-1.8273301615708937
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mali,Current,4.551303213015733,1.0952228242355675,2.321243159314366,1.1348372294657996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Mali,Former,-47.08818780248508,-13.544249974061943,-27.854029421874795,-5.689908406548341
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mali,Current,-37.24379920493598,-5.354617105200953,-20.189189679337023,-11.699992420398006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Mali,Former,-22.264454039404335,-6.846643730563173,-10.919025973664889,-4.498784335176276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Uzbekistan,Current,-78.1322596785446,-20.110790172185926,-32.639381130271175,-25.38208837608749
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Uzbekistan,Former,-30.520881840764275,-9.374988736285816,-11.535691379984897,-9.610201724493564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Uzbekistan,Current,-49.12564554742921,-10.991733558855485,-29.916019848977363,-8.21789213959636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Uzbekistan,Former,-31.365279490736132,-7.8908072164671275,-15.488610668650693,-7.985861605618312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lesotho,Current,-63.17972369039482,-15.611086387575826,-32.78070288338442,-14.787934419434578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lesotho,Former,81.32353532414074,19.2387722767543,40.52520873317358,21.55955431421286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lesotho,Current,14.771285173930181,2.1774470831536044,9.914321039873956,2.679517050902621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lesotho,Former,24.906165769291533,4.014414311206312,12.453788430304332,8.437963027780887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,High-income countries,Current,49.39268088698773,8.641630701850485,27.937848054668155,12.813202130469094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,High-income countries,Former,-0.19677378441622845,-0.041097576360596216,-0.10611934831628275,-0.04955685973934948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,High-income countries,Current,-76.59236609437752,-22.666238419772526,-43.4074509592645,-10.518676715340485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,High-income countries,Former,6.465869061066627,1.0675017559354307,3.6890325478490995,1.7093347572820965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,World,Current,19.623955150074565,5.1266315545401655,10.194876073853175,4.302447521681224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,World,Former,31.965645986099354,8.216290523175157,15.74186960757866,8.007485855345534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,World,Current,-9.328561059531136,-1.8646499153212406,-4.3343759582121875,-3.1295351859977085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,World,Former,-61.19764369044195,-19.212365100600618,-28.650703327001004,-13.334575262840328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Upper-middle-income countries,Current,-36.88327406159138,-10.021621568066074,-16.368670116863836,-10.492982376661466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Upper-middle-income countries,Former,-19.54023301663051,-5.466826609659318,-10.244008416511559,-3.8293979904596327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Upper-middle-income countries,Current,30.963407619810205,6.159829518189681,16.689324579921507,8.114253521699014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Upper-middle-income countries,Former,10.987427747181727,3.4517213966173363,5.306445697849762,2.22926065271463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Low-income countries,Current,-20.1704344918306,-4.193080892512456,-10.982263804994869,-4.9950897943232775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Low-income countries,Former,91.33882549651071,29.11957069790877,51.358445001972704,10.860809796629244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Low-income countries,Current,18.02790116128775,6.239839212593935,9.200758196981276,2.587303751712538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Low-income countries,Former,-50.78095849160943,-12.09099084599515,-28.01231599245846,-10.67765165315582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lower-middle-income countries,Current,-48.82440553584606,-11.142802604242668,-25.454848621151452,-12.226754310451943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,Lower-middle-income countries,Former,-65.91601280990253,-16.388217921462452,-30.983804681782157,-18.543990206657917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lower-middle-income countries,Current,-26.799551268642468,-5.814503345273604,-15.754892817793674,-5.2301551055751885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,Lower-middle-income countries,Former,-40.76881208970483,-7.202411132994189,-21.634681541868293,-11.931719414842348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,Current,-55.84980223541515,-9.499312102858896,-35.85242186770732,-10.49806826484893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,Former,-27.428893699559097,-8.274892965179715,-14.689760057780541,-4.464240676598843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,Current,-56.06570885587815,-17.8765571639431,-30.03174347685078,-8.157408215084267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,Former,67.56843999426742,19.475930282169774,33.59243675726104,14.50007295483661
